"Resultado;Nombrede la medida;Fecha;Hora;Límite a medida;Instrumento;Adaptador;Firmware ;Operador del equipo;Compañía;Contratista;Tipo;Estándar;Ra";"ngo de frequencia;Notas";"de usuario;Largo del cabl";"e;Medidor";de potenc;ia;";Longitúd de on";"da;Diámetro del centro;Potencia de referencia;Potencia recibida;Potencia recibida;Pérdida;DH/RH;Atenuación;Longitúd de onda;Diámetro del centro;Pérdida;Umbral de pérdida;Margen;Longitúd;Longitúd;Límite;Margen;Medida;DH/RH;Pares;Resultado;Freq en Peor Caso;Valor del peor escenario;Límite del peor escenario;Margen del peor escenario;Peor valor absoluto;Peor Frequencia en total;Peor límite en total;Peor margen en total;RESISTENCIA;Límite;7_8;3_6;5_4;1_2;LONGITUD;Límite;7_8;3_6;5_4;1_2;IMPEDANCIA;Límite;7_8;3_6;5_4;1_2;RETARDO DE PROPAGACIÓN;Límite;7_8;3_6;5_4;1_2;DIFERENCIAL DE RETARDO;Límite;7_8;3_6;5_4;1_2;CAPACITANCIA;Límite;7_8;3_6;5_4;1_2;NVP_7_8;NVP_3_6;NVP_5_4;NVP_1_2;ENCABEZAMIENTO;Pin 1;Pin 2;Pin 3;Pin 4;Pin 5;Pin 6;Pin 7;Pin 8;Aislación"
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-N;Display;""1,2"";Pasa;""3,0"";""67,7"";""58,5"";""9,2"";""27,8"";""237,0"";""-4,2"";""32,0""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""7,8"";Pasa;""5,2"";""62,4"";""54,1"";""8,3"";""34,8"";""241,0"";""-4,8"";""39,6""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""3,6"";Pasa;""4,6"";""70,2"";""55,3"";""14,9"";""31,3"";""219,0"";""-2,0"";""33,3""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""5,4"";Pasa;""5,2"";""61,3"";""54,1"";""7,2"";""33,2"";""246,0"";""-5,3"";""38,5""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-N;Remoto;""1,2"";Pasa;""3,1"";""69,2"";""58,4"";""10,8"";""34,2"";""234,0"";""-3,9"";""38,1""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""7,8"";Pasa;""1,0"";""74,1"";""60,3"";""13,8"";""30,2"";""190,5"";""14,7"";""15,5""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""3,6"";Pasa;""1,0"";""66,3"";""60,3"";""6,0"";""24,1"";""248,0"";""12,4"";""11,7""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""5,4"";Pasa;""1,0"";""66,8"";""60,3"";""6,5"";""22,6"";""249,5"";""12,3"";""10,3""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Display;""1,2"";Pasa;""1,0"";""72,7"";""60,3"";""12,4"";""28,9"";""249,0"";""12,3"";""16,6""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""7,8"";Pasa;""1,0"";""71,5"";""60,3"";""11,2"";""27,8"";""245,5"";""12,5"";""15,3""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""3,6"";Pasa;""1,0"";""65,7"";""60,3"";""5,4"";""22,3"";""249,5"";""12,3"";""10,0""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""5,4"";Pasa;""1,0"";""67,8"";""60,3"";""7,5"";""24,9"";""250,0"";""12,3"";""12,6""";;;;;;;
"Pasa;Bajos-2;16/02/2024;15:07;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP ;;;;;;;;;;;;;;;;;;;;PS ACR-F;Remoto;""1,2"";Pasa;""1,0"";""75,4"";""60,3"";""15,1"";""30,7"";""250,0"";""12,3"";""18,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pasa;25,0;""6,7"";""6,7"";""6,7"";""6,6"";Pasa;100,0;""36,1"";""39,6"";""39,3"";""37,8"";;;;;;;Pasa;555,0;";"""177,1"";""183,3"";""182,0"";";"""175,2"";Pasa;50,0;""1,9"";""";"8,1"";""6,8";""";""0,0"";;;";";;";";;68;72;72;72;5";"8,7 ;OK;OK;OK;OK;OK;OK;OK;OK;Abierto@0"
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-3,6"";Pasa;""156,0"";""43,2"";""36,6"";""6,6"";""43,2"";""156,0"";""36,6"";""6,6""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-5,4"";Pasa;""5,1"";""65,8"";""61,4"";""4,4"";""46,3"";""246,0"";""33,2"";""13,1""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""7,8-1,2"";Pasa;""237,0"";""42,8"";""33,5"";""9,3"";""42,8"";""237,0"";""33,5"";""9,3""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""3,6-5,4"";Pasa;""208,0"";""39,3"";""34,5"";""4,8"";""39,3"";""222,0"";""34,0"";""5,3""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""3,6-1,2"";Pasa;""204,0"";""41,4"";""34,6"";""6,8"";""40,8"";""240,0"";""33,4"";""7,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Display;""5,4-1,2"";Pasa;""11,1"";""60,9"";""55,9"";""5,0"";""46,8"";""226,0"";""33,9"";""12,9""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-3,6"";Pasa;""13,0"";""64,3"";""54,7"";""9,6"";""46,8"";""241,0"";""33,4"";""13,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-5,4"";Pasa;""5,5"";""64,8"";""60,8"";""4,0"";""51,2"";""155,0"";""36,7"";""14,5""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""7,8-1,2"";Pasa;""81,0"";""56,3"";""41,5"";""14,8"";""51,7"";""219,0"";""34,1"";""17,6""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""3,6-5,4"";Pasa;""100,0"";""48,7"";""39,9"";""8,8"";""44,5"";""219,0"";""34,1"";""10,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""3,6-1,2"";Pasa;""35,0"";""58,1"";""47,6"";""10,5"";""46,0"";""234,0"";""33,6"";""12,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;NEXT;Remoto;""5,4-1,2"";Pasa;""13,0"";""60,5"";""54,7"";""5,8"";""51,7"";""249,0"";""33,1"";""18,6""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""7,8"";Pasa;""77,0"";""16,0"";""13,1"";""2,9"";""13,4"";""171,0"";""9,7"";""3,7""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""3,6"";Pasa;""130,0"";""17,6"";""10,9"";""6,7"";""17,6"";""130,0"";""10,9"";""6,7""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""5,4"";Pasa;""164,0"";""16,2"";""9,9"";""6,3"";""15,2"";""227,0"";""8,4"";""6,8""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""1,2"";Pasa;""55,0"";""17,1"";""14,6"";""2,5"";""13,1"";""170,0"";""9,7"";""3,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""7,8"";Pasa;""77,0"";""16,7"";""13,1"";""3,6"";""15,0"";""156,0"";""10,1"";""4,9""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""3,6"";Pasa;""148,0"";""25,4"";""10,3"";""15,1"";""25,4"";""148,0"";""10,3"";""15,1""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""5,4"";Pasa;""149,0"";""20,9"";""10,3"";""10,6"";""20,9"";""149,0"";""10,3"";""10,6""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""1,2"";Pasa;""45,0"";""19,7"";""15,5"";""4,2"";""16,4"";""155,0"";""10,1"";""6,3""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""7,8"";Pasa;""2,4"";""1,3"";""3,1"";""1,8"";""11,4"";""250,0"";""35,9"";""24,5""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""3,6"";Pasa;""2,5"";""1,5"";""3,2"";""1,7"";""12,4"";""250,0"";""35,9"";""23,5""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""5,4"";Pasa;""2,5"";""1,5"";""3,2"";""1,7"";""11,7"";""250,0"";""35,9"";""24,2""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""1,2"";Pasa;""2,5"";""1,5"";""3,2"";""1,7"";""11,0"";""250,0"";""35,9"";""24,9""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-3,6"";Pasa;""4,9"";""73,1"";""57,2"";""15,9"";""32,8"";""219,0"";""0,9"";""31,9""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-5,4"";Pasa;""3,0"";""68,6"";""61,5"";""7,1"";""34,7"";""246,0"";""-2,4"";""37,1""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-1,2"";Pasa;""3,0"";""79,5"";""61,5"";""18,0"";""31,6"";""237,0"";""-1,3"";""32,9""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""3,6-5,4"";Pasa;""4,0"";""74,3"";""59,0"";""15,3"";""27,4"";""222,0"";""0,5"";""26,9""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""3,6-1,2"";Pasa;""3,4"";""73,8"";""60,5"";""13,3"";""28,6"";""240,0"";""-1,7"";""30,3""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""5,4-1,2"";Pasa;""2,8"";""68,7"";""61,6"";""7,1"";""35,6"";""226,0"";""0,0"";""35,6""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-3,6"";Pasa;""10,2"";""63,9"";""50,1"";""13,8"";""34,6"";""241,0"";""-1,8"";""36,4""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-5,4"";Pasa;""5,5"";""62,9"";""56,1"";""6,8"";""40,4"";""224,0"";""0,2"";""40,2""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-1,2"";Pasa;""5,5"";""75,5"";""56,1"";""19,4"";""41,0"";""219,0"";""0,9"";""40,1""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""3,6-5,4"";Pasa;""33,8"";""55,3"";""36,0"";""19,3"";""32,6"";""219,0"";""0,9"";""31,7""";;;;;;;
"Pasa;Bajos-3;16/02/2024;15:06;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Promax";"Test&Measurement;Promax";"Test&Measurement;Twisted";"Pair;TIA";"568.1-D;1";-;"250MHz;General";Cable
